"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
5.58386324066656e-21,-3.94236251236747,0.008,0.42,1.09181277944753e-16,"CCK","Up in Astrocytes"
7.54415871505282e-21,-3.6545760488471,0,0.594,1.47510935355428e-16,"RNF43","Up in Astrocytes"
7.6061115166251e-21,3.7632898353742,0.891,0.449,1.4872229848457e-16,"KIAA1598","Up in Neurons"
7.63429662537826e-21,-4.2398942502338,0.034,0.565,1.49273401916021e-16,"LAMA4","Up in Astrocytes"
8.90436412085024e-21,-4.03344684882232,0.025,0.304,1.74107031654985e-16,"ARHGAP42","Up in Astrocytes"
9.20957610232151e-21,-5.73722149470777,0.05,0.928,1.80074841528692e-16,"LGI1","Up in Astrocytes"
1.04447243998251e-20,-4.67494046456707,0.059,0.957,2.04225696189779e-16,"NDRG2","Up in Astrocytes"
1.15811085511665e-20,-4.34410627881961,0.042,0.406,2.26445415500959e-16,"FREM2","Up in Astrocytes"
1.16401608817147e-20,-5.3961476383243,0.067,1,2.27600065720168e-16,"SLC4A4","Up in Astrocytes"
1.17876016960063e-20,-3.6086242874977,0.008,0.348,2.30482975962011e-16,"KIAA1755","Up in Astrocytes"
1.51221974111548e-20,-3.89843926665048,0.025,0.681,2.9568432598031e-16,"MMP28","Up in Astrocytes"
2.75540054117212e-20,5.09280768574397,0.723,0.203,5.38763467815384e-16,"GNG2","Up in Neurons"
3.35660324407125e-20,-4.01419699337088,0.017,0.899,6.56316632313252e-16,"PBXIP1","Up in Astrocytes"
3.61380033399395e-20,-5.1140968874412,0.05,0.696,7.06606379305837e-16,"WFS1","Up in Astrocytes"
4.57667737365196e-20,-4.8873272267574,0,0.478,8.94877726870168e-16,"RPS4Y1","Up in Astrocytes"
7.0480640286372e-20,-3.34486195226073,0.017,0.638,1.37810795951943e-15,"C10orf116","Up in Astrocytes"
7.46027865022386e-20,3.98314093205805,0.891,0.275,1.45870828447827e-15,"HN1","Up in Neurons"
8.40200480610286e-20,-4.01614787225553,0.017,0.29,1.64284399973729e-15,"GM2A","Up in Astrocytes"
9.3209504925498e-20,-3.67128964616701,0.067,0.928,1.82252544980826e-15,"MT1X","Up in Astrocytes"
1.07459217172512e-19,4.59800739610583,0.328,0.087,2.10115007337413e-15,"GPR12","Up in Neurons"
2.21877208771018e-19,-4.19696422085777,0.235,0.986,4.33836506309971e-15,"ITM2C","Up in Astrocytes"
2.84820395306798e-19,-4.35073718797774,0,0.493,5.56909318943382e-15,"PLA2G16","Up in Astrocytes"
3.72234689088553e-19,-3.0295084930593,0.017,0.609,7.27830487574847e-15,"GRIN2C","Up in Astrocytes"
3.77132222243194e-19,-4.90943681829692,0.008,0.42,7.37406634152117e-15,"LOC100506795","Up in Astrocytes"
4.07771253026863e-19,-5.53977119789303,0.034,0.522,7.97315131043425e-15,"KLF4","Up in Astrocytes"
4.98385582900808e-19,-2.7352382362925,0.05,0.71,9.74493330245951e-15,"HSPB1","Up in Astrocytes"
5.12245720929965e-19,4.01240743682126,0.487,0.188,1.00159405813436e-14,"RNF165","Up in Neurons"
5.12513760870795e-19,-4.2428375060452,0.05,0.522,1.00211815663067e-14,"GADD45B","Up in Astrocytes"
5.60594086177694e-19,-4.77132562081917,0.059,0.957,1.09612961670324e-14,"LRP4","Up in Astrocytes"
7.0248886102797e-19,-3.96950764251405,0.034,0.362,1.37357646996799e-14,"TOM1","Up in Astrocytes"
7.24344000870814e-19,-4.77551873397829,0.101,0.971,1.4163098249027e-14,"METTL7A","Up in Astrocytes"
8.73195852265907e-19,-5.41297717584838,0.042,0.783,1.70735984993553e-14,"GATM","Up in Astrocytes"
9.61522644161612e-19,-4.36431487413896,0.336,1,1.8800652261292e-14,"RYR3","Up in Astrocytes"
1.06774385278187e-18,-3.56602672999478,0.008,0.551,2.08775955534439e-14,"NLGN4Y","Up in Astrocytes"
1.08513121662894e-18,-4.26933949341408,0,0.507,2.12175706787458e-14,"GEM","Up in Astrocytes"
1.53306704424566e-18,-4.0649271487248,0.008,0.522,2.99760599161353e-14,"LOC399715","Up in Astrocytes"
2.01130784238186e-18,-4.28115078552747,0.025,0.623,3.93271022420925e-14,"LAMB2","Up in Astrocytes"
2.7966928169702e-18,-4.20860784860265,0.017,0.449,5.46837346502184e-14,"STK3","Up in Astrocytes"
3.2552326688336e-18,-5.31153718254544,0.025,0.754,6.36495643737034e-14,"ZIC2","Up in Astrocytes"
3.33691664685824e-18,-4.12660528517512,0.034,0.507,6.52467311960192e-14,"NR3C2","Up in Astrocytes"
3.70701674912697e-18,-5.16647349431588,0.008,0.696,7.24832984956797e-14,"ME1","Up in Astrocytes"
3.7440679279411e-18,4.38969301297894,0.479,0.072,7.32077601950324e-14,"EML1","Up in Neurons"
4.69457076067014e-18,-3.82896682215683,0.042,0.319,9.17929420833833e-14,"TPPP3","Up in Astrocytes"
5.16660197088888e-18,-4.07775872490687,0.017,0.435,1.0102256833679e-13,"ANGPTL4","Up in Astrocytes"
5.6907414101728e-18,-5.1654566216378,0.017,0.87,1.11271066793109e-13,"GRAMD1C","Up in Astrocytes"
6.36522935770579e-18,-3.35192190842158,0.025,0.522,1.24459329631221e-13,"CLYBL","Up in Astrocytes"
7.72470110695543e-18,2.36192775375552,1,0.928,1.510410807443e-13,"PTMA","Up in Neurons"
8.34831812211054e-18,3.37949737258376,0.387,0.014,1.63234664241627e-13,"BHLHE22","Up in Neurons"
1.15609606355324e-17,-4.83963078710005,0.05,0.826,2.26051463306565e-13,"SPON1","Up in Astrocytes"
1.19743064826641e-17,2.62826139233288,0.975,0.739,2.34133614655532e-13,"TMSB4X","Up in Neurons"
1.24713285440158e-17,1.931037793384,1,0.971,2.43851887021141e-13,"MARCKS","Up in Neurons"
1.42654628907917e-17,-4.09819711778032,0.025,0.681,2.78932595903649e-13,"YAP1","Up in Astrocytes"
1.48896800343928e-17,4.85542418314683,0.689,0.029,2.91137913712483e-13,"EPHA3","Up in Neurons"
1.58106263123228e-17,-4.31895668998676,0.042,0.58,3.09145176284848e-13,"SLC20A2","Up in Astrocytes"
1.62230292775027e-17,-4.06266908451224,0.025,0.493,3.17208891463011e-13,"SLC27A1","Up in Astrocytes"
1.9763087504282e-17,-4.56920113748099,0.008,0.522,3.86427649971225e-13,"LGALS3","Up in Astrocytes"
2.78573109661899e-17,-5.56261205757301,0.025,0.435,5.4469400132191e-13,"PARP14","Up in Astrocytes"
3.64220868840192e-17,-3.30554634557401,0.017,0.58,7.12161064843227e-13,"RREB1","Up in Astrocytes"
5.61007491725884e-17,2.77590922021508,0.966,0.551,1.09693794857162e-12,"RPS8","Up in Neurons"
6.09247006216604e-17,-4.73747060432812,0.059,0.623,1.19126067125533e-12,"SCARA3","Up in Astrocytes"
6.44904353356391e-17,2.7336876711671,0.975,0.609,1.26098148211775e-12,"RPS11","Up in Neurons"
7.50269769135721e-17,-2.7133533138604,0.765,1,1.46700247959108e-12,"DST","Up in Astrocytes"
9.47719669145126e-17,-4.57810921956887,0.025,0.29,1.85307626907946e-12,"ALDH1A1","Up in Astrocytes"
1.29305117410568e-16,-4.08350625531963,0.218,1,2.52830296072883e-12,"ADD3","Up in Astrocytes"
1.45899783400329e-16,4.92063801893257,0.681,0.116,2.85277846482663e-12,"ADCY1","Up in Neurons"
1.46474630272905e-16,2.65914471580239,0.387,0,2.8640184457261e-12,"IGF2BP2","Up in Neurons"
1.49902579343357e-16,1.7019627834481,0.697,0.174,2.93104513390066e-12,"TUBB","Up in Neurons"
1.60004475635174e-16,-4.41102193299537,0.168,0.971,3.12856751209456e-12,"SLC48A1","Up in Astrocytes"
1.84944596654614e-16,-4.03074265927192,0,0.478,3.61622169838767e-12,"SLC7A10","Up in Astrocytes"
1.94194697319242e-16,-4.46458071222077,0.109,0.884,3.79708891668313e-12,"PDLIM5","Up in Astrocytes"
2.3615338233398e-16,-3.11434338526766,0.059,0.507,4.61750708477631e-12,"ECE1","Up in Astrocytes"
2.44271654391835e-16,-4.28911165450463,0.118,0.899,4.77624365832356e-12,"MAST4","Up in Astrocytes"
2.62904138269395e-16,-4.12148365352336,0.025,0.304,5.14056461558147e-12,"ANKRD29","Up in Astrocytes"
2.65387987769113e-16,-3.72750450153403,0.118,0.971,5.18913132484946e-12,"SOX2","Up in Astrocytes"
3.58438483318549e-16,0.623881952941045,0.681,0.275,7.00854766432759e-12,"LOC649395","Up in Neurons"
3.94768131538109e-16,-4.8814472843784,0.042,0.783,7.71890127596464e-12,"MAP3K5","Up in Astrocytes"
4.22815068863587e-16,-2.38154423985343,0.042,0.652,8.26730304148972e-12,"BRD2","Up in Astrocytes"
4.32678167489984e-16,-4.28593844758757,0.101,0.681,8.46015620893165e-12,"SPATA6","Up in Astrocytes"
4.49750790195458e-16,3.10796215636868,0.563,0.116,8.7939772006918e-12,"STMN4","Up in Neurons"
4.5720858081651e-16,0.425283030692387,0.613,0.13,8.93979938070521e-12,"POTEE","Up in Neurons"
4.74254556591496e-16,-3.22272245167564,0.437,0.971,9.27309934503353e-12,"PIK3C2A","Up in Astrocytes"
5.35132443514889e-16,-5.12212953966896,0.017,0.406,1.04634446680466e-11,"C1S","Up in Astrocytes"
6.58098364616486e-16,-3.7227841051054,0.017,0.478,1.28677973233462e-11,"C13orf15","Up in Astrocytes"
7.71089253673719e-16,-4.45535439910877,0.017,0.362,1.50771081770822e-11,"ARHGEF26-AS1","Up in Astrocytes"
8.24982597022555e-16,0.880081296112002,0.739,0.217,1.6130884719582e-11,"NACA2","Up in Neurons"
8.63218061412562e-16,-4.02547672898447,0.21,0.942,1.68785027547998e-11,"LIFR","Up in Astrocytes"
9.42107595326897e-16,3.2614378439056,0.361,0.029,1.84210298114268e-11,"LOC100131234","Up in Neurons"
1.04409424357662e-15,4.24551874200886,0.655,0.145,2.04151747446537e-11,"BZW2","Up in Neurons"
1.06022801223482e-15,-3.78438574683444,0.328,0.971,2.07306383232274e-11,"SLITRK2","Up in Astrocytes"
1.22886035749888e-15,-5.04506156839812,0.134,0.986,2.40279065701757e-11,"PON2","Up in Astrocytes"
1.31931785707301e-15,-4.11892615635026,0.084,0.913,2.57966220593486e-11,"GABRG1","Up in Astrocytes"
1.88062024131399e-15,-3.74545925203108,0,0.464,3.67717675784125e-11,"C16orf89","Up in Astrocytes"
1.99270263659793e-15,4.73619251036506,0.798,0.232,3.89633146533993e-11,"SYT4","Up in Neurons"
2.01307516530927e-15,3.59971426917045,0.966,0.449,3.93616587072921e-11,"NREP","Up in Neurons"
2.13517737100388e-15,-4.25510851044607,0.168,0.957,4.17491231352389e-11,"NEBL","Up in Astrocytes"
2.19728382207205e-15,-3.5333763229509,0.008,0.725,4.29634905729747e-11,"MT1M","Up in Astrocytes"
2.27284116762865e-15,-4.18409994171252,0.008,0.464,4.4440863350643e-11,"PLEKHO2","Up in Astrocytes"
2.31833951765571e-15,-4.6871285970403,0.017,0.638,4.53304925887221e-11,"GPC5","Up in Astrocytes"
2.40330149041937e-15,-3.44282512361365,0.025,0.464,4.699175404217e-11,"EPAS1","Up in Astrocytes"
2.62024254826686e-15,4.34886062392253,0.714,0.174,5.12336025462619e-11,"AFF3","Up in Neurons"
2.79925023453346e-15,-4.44421071437182,0.084,0.739,5.47337398358328e-11,"CLIP4","Up in Astrocytes"
3.18167989810663e-15,-3.65721469863834,0.008,0.478,6.22113870476788e-11,"LFNG","Up in Astrocytes"
3.56612217592656e-15,-4.81956178046474,0.118,0.884,6.9728386905892e-11,"CYP4V2","Up in Astrocytes"
3.63578813632948e-15,3.26124641621683,0.874,0.826,7.10905654296503e-11,"MEF2C","Up in Neurons"
3.98817265511305e-15,-4.27847249582881,0.034,0.681,7.79807399254255e-11,"DDIT4","Up in Astrocytes"
4.09590832690274e-15,-5.14243204774976,0.025,0.899,8.00872955159292e-11,"ACSBG1","Up in Astrocytes"
4.27314726071504e-15,-4.50817042016696,0.118,0.783,8.35528483887613e-11,"AK4","Up in Astrocytes"
4.29095722376546e-15,-4.48782126335884,0.101,0.609,8.39010865962861e-11,"ZFP36L2","Up in Astrocytes"
4.4044915209675e-15,-4.1888118908085,0.202,0.986,8.61210227094775e-11,"ASPH","Up in Astrocytes"
4.66297708224905e-15,2.89227106466513,0.924,0.493,9.11751908892156e-11,"YBX1","Up in Neurons"
5.65892102065393e-15,-4.01654957274745,0,0.435,1.10648882716846e-10,"EFHD1","Up in Astrocytes"
5.81507657284307e-15,-3.7645280744846,0.008,0.464,1.13702192228801e-10,"APOL2","Up in Astrocytes"
6.36552404122128e-15,-3.31691806075059,0.025,0.478,1.24465091578e-10,"DPF3","Up in Astrocytes"
6.52405686032736e-15,1.60248842962881,1,1,1.27564883789981e-10,"ACTB","Up in Neurons"
7.45265433567258e-15,-4.01853790240142,0.05,0.536,1.45721750225406e-10,"BCKDHB","Up in Astrocytes"
8.70864349508127e-15,-4.51989806597473,0.059,0.71,1.70280106259324e-10,"PPARGC1A","Up in Astrocytes"
9.10317362661386e-15,-4.15565461109531,0.017,0.42,1.77994353921181e-10,"FBXL7","Up in Astrocytes"
9.72591786994033e-15,-3.66698597468539,0.008,0.304,1.90170872110943e-10,"RGR","Up in Astrocytes"
1.04911966214948e-14,5.6917367309213,0.261,0.029,2.05134367540088e-10,"LPL","Up in Neurons"
1.30997307201725e-14,-4.36437703447255,0.042,0.783,2.56139034771533e-10,"ACACB","Up in Astrocytes"
1.4974929176107e-14,-3.63613641352373,0,0.449,2.9280479018042e-10,"C1orf54","Up in Astrocytes"
1.56899664677634e-14,4.09546474556423,0.765,0.232,3.06785914344177e-10,"GAP43","Up in Neurons"
2.20381381423781e-14,-3.30619054338881,0.437,1,4.30911715097918e-10,"IQCK","Up in Astrocytes"
2.24142122501956e-14,-3.2574685229074,0,0.478,4.38265092128075e-10,"NTSR2","Up in Astrocytes"
2.25150987775504e-14,-2.94337409385419,0.034,0.522,4.40237726397444e-10,"SYT17","Up in Astrocytes"
2.55513755575706e-14,-4.33431261542105,0.118,0.957,4.99606046277178e-10,"ID4","Up in Astrocytes"
3.05491248697504e-14,-1.68906936121236,0.924,1,5.97327038578229e-10,"MACF1","Up in Astrocytes"
3.63769348502763e-14,1.84061984563499,0.966,0.609,7.11278207127452e-10,"RPS29","Up in Neurons"
3.64883967464915e-14,-4.18649746123569,0.017,0.623,7.13457621584149e-10,"NT5E","Up in Astrocytes"
3.78116097069916e-14,-4.11894865043776,0.076,0.304,7.39330404600807e-10,"LMLN","Up in Astrocytes"
3.8322317182964e-14,2.44339967552278,0.941,0.522,7.49316267878496e-10,"RPL36","Up in Neurons"
3.8938818675009e-14,-2.90083175156299,0.479,1,7.61370721552452e-10,"PTN","Up in Astrocytes"
4.07961447966955e-14,-4.95733828390758,0.017,0.884,7.97687019209786e-10,"S100B","Up in Astrocytes"
4.67770705720061e-14,-3.90912543828441,0.126,0.797,9.14632060894435e-10,"NOTCH2","Up in Astrocytes"
4.75408214485065e-14,-3.89006667112554,0.193,0.942,9.29565681782647e-10,"PSAT1","Up in Astrocytes"
5.9562787151781e-14,2.11422209362258,0.975,0.725,1.16463117717877e-09,"RPL35A","Up in Neurons"
6.18604618483025e-14,2.34704874573589,0.941,0.638,1.20955761051986e-09,"RPL32","Up in Neurons"
6.30176458063369e-14,-3.63038799786931,0,0.464,1.23218402845131e-09,"ZIC5","Up in Astrocytes"
6.33889100512291e-14,-3.70680222424004,0.017,0.435,1.23944335823168e-09,"C10orf54","Up in Astrocytes"
6.35315423750576e-14,-3.95564682882919,0.025,0.87,1.2422322480595e-09,"FGF2","Up in Astrocytes"
6.68976412455955e-14,-3.49510221785792,0.008,0.507,1.30804957927513e-09,"ECHDC2","Up in Astrocytes"
6.9841182665004e-14,-3.84060455699948,0,0.42,1.36560464464882e-09,"LOC285441","Up in Astrocytes"
7.35097991944968e-14,4.80876780105432,0.613,0.058,1.43733710365e-09,"NKAIN2","Up in Neurons"
7.49745597495656e-14,3.42012612321106,0.899,0.638,1.46597756678326e-09,"RUNX1T1","Up in Neurons"
8.28418306929995e-14,-3.85421737008181,0.008,0.319,1.61980631554022e-09,"COL21A1","Up in Astrocytes"
8.71050529382505e-14,4.50983965288899,0.655,0.217,1.70316510010161e-09,"SETBP1","Up in Neurons"
9.81509346357958e-14,-3.15071217563496,0.218,0.696,1.91914522493372e-09,"NFIC","Up in Astrocytes"
1.04498708872662e-13,3.17372588141918,0.891,0.565,2.04326325458716e-09,"GNB2L1","Up in Neurons"
1.07667568449302e-13,-4.07211715222767,0,0.42,2.1052239658892e-09,"ITGB4","Up in Astrocytes"
1.14544478135429e-13,-3.04804788996755,0.05,0.536,2.23968818098204e-09,"TMEM164","Up in Astrocytes"
1.17603287128393e-13,-4.25258854740565,0.025,0.768,2.29949707322146e-09,"APCDD1","Up in Astrocytes"
1.39926276953702e-13,2.77818426462378,0.555,0.116,2.73597849327573e-09,"SBK1","Up in Neurons"
1.45623379036921e-13,-5.19146739902177,0.059,0.87,2.84737393030892e-09,"STOM","Up in Astrocytes"
1.5361608637883e-13,-4.76647775456399,0.067,0.478,3.00365533696527e-09,"SMOX","Up in Astrocytes"
1.63029013353313e-13,2.7755262707135,0.941,0.42,3.18770629809732e-09,"RPL11","Up in Neurons"
1.63525216009924e-13,-3.87980106854451,0.008,0.739,3.19740854864205e-09,"FAM198B","Up in Astrocytes"
1.74371814161621e-13,-4.41958753637067,0.042,0.928,3.40949208230218e-09,"CXCL14","Up in Astrocytes"
1.76518893587567e-13,3.44525105314239,0.882,0.652,3.4514739263177e-09,"TULP4","Up in Neurons"
1.83499171630075e-13,2.3427767035936,0.958,0.638,3.58795930288286e-09,"RPL27","Up in Neurons"
2.03433153497818e-13,2.16508408962273,0.966,0.855,3.97772845034284e-09,"SUMO2","Up in Neurons"
2.14106558545447e-13,2.34168822697186,0.966,0.696,4.18642553923913e-09,"RPL30","Up in Neurons"
2.39414587654192e-13,-4.60242170885005,0.143,0.957,4.68127343240241e-09,"PSD2","Up in Astrocytes"
4.48649962817344e-13,-4.82407043005919,0.05,0.623,8.77245272296754e-09,"TTLL4","Up in Astrocytes"
5.13330370249857e-13,4.21608679694302,0.782,0.246,1.00371487294955e-08,"VCAN","Up in Neurons"
5.58198815265916e-13,-3.42478697790232,0.008,0.304,1.09144614348944e-08,"PLIN3","Up in Astrocytes"
5.69597906343033e-13,-4.54562574792462,0.118,0.971,1.11373478627253e-08,"BMPR1B","Up in Astrocytes"
6.36217861052308e-13,-3.27840495969545,0,0.449,1.24399678371558e-08,"CSF1","Up in Astrocytes"
6.48173100787642e-13,-3.07292977827201,0.059,0.565,1.26737286397008e-08,"SORCS2","Up in Astrocytes"
6.78269308679705e-13,-2.76650969141647,0.605,0.971,1.32621997926143e-08,"PSAP","Up in Astrocytes"
7.01217182038546e-13,4.65197378558458,0.655,0.246,1.37108995603997e-08,"SEMA3A","Up in Neurons"
7.08608089879177e-13,-2.77273872757407,0.076,0.594,1.38554139814075e-08,"CSPG5","Up in Astrocytes"
7.40609821521293e-13,-3.46369052483939,0.387,0.986,1.44811438402058e-08,"GLUD1","Up in Astrocytes"
7.50117610176665e-13,-3.98894696951969,0.042,0.319,1.46670496317843e-08,"RPS16P5","Up in Astrocytes"
7.8080552862251e-13,-3.388381512331,0.311,1,1.52670905011559e-08,"MYO10","Up in Astrocytes"
8.191390289707e-13,-3.9194188938896,0.143,0.928,1.60166254334641e-08,"GABRB1","Up in Astrocytes"
8.45871787225465e-13,-3.44665909456679,0.025,0.275,1.65393310556195e-08,"WDR5B","Up in Astrocytes"
8.46688893567858e-13,-1.62847427543953,0.891,1,1.65553079359323e-08,"C1orf61","Up in Astrocytes"
8.61095367249692e-13,4.12265393214086,0.815,0.362,1.68369977158332e-08,"FAM117B","Up in Neurons"
9.38273191182545e-13,1.87236500358567,0.983,1,1.83460557071923e-08,"NFIB","Up in Neurons"
9.60508501624437e-13,-3.11068673114926,0.429,0.957,1.87808227322626e-08,"MYO6","Up in Astrocytes"
9.78086898055493e-13,-3.57847259372224,0.017,0.29,1.91245331176791e-08,"LOC729234","Up in Astrocytes"
1.05446545461903e-12,-3.41902320860345,0.479,0.884,2.06179630341659e-08,"HSPA5","Up in Astrocytes"
1.06274605614925e-12,2.72305516129402,0.328,0.043,2.07798736358862e-08,"TMEM159","Up in Neurons"
1.10979561592638e-12,3.49108092725123,0.58,0.304,2.16998336782086e-08,"SRGAP2","Up in Neurons"
1.16160145202293e-12,1.8382457611114,0.546,0.058,2.27127931914044e-08,"MPPED1","Up in Neurons"
1.20780489787462e-12,-3.35264187016233,0.076,0.826,2.36162091681424e-08,"SPOCK2","Up in Astrocytes"
1.2392574268097e-12,-3.10807131667694,0,0.464,2.423120046641e-08,"PAQR6","Up in Astrocytes"
1.25234975892728e-12,2.89789241813384,0.908,0.522,2.44871948363052e-08,"MARCKSL1","Up in Neurons"
1.30666691391634e-12,-3.54485799547679,0,0.406,2.55492581678061e-08,"IFITM2","Up in Astrocytes"
1.3389203730317e-12,-4.1477978242148,0.059,0.681,2.61799100538888e-08,"CPNE6","Up in Astrocytes"
1.35528948881335e-12,-4.23163892001665,0.16,0.957,2.64999753747675e-08,"BBS2","Up in Astrocytes"
1.38158171653426e-12,-4.09551543951285,0.067,0.493,2.70140673033945e-08,"ARHGEF40","Up in Astrocytes"
1.44193334676118e-12,-3.55286168456099,0.008,0.304,2.81941227292214e-08,"TREX1","Up in Astrocytes"
1.47943410935847e-12,-4.73407033158803,0.042,0.855,2.89273751402862e-08,"TPP1","Up in Astrocytes"
1.48825031880325e-12,-3.65335576646186,0.134,0.884,2.909975848356e-08,"ANKDD1A","Up in Astrocytes"
1.63633778084284e-12,-0.846941903989934,1,1,3.199531262882e-08,"GPM6A","Up in Astrocytes"
1.8230710203178e-12,-3.54609544420588,0.218,0.957,3.56465076602739e-08,"SERPINE2","Up in Astrocytes"
2.07041880192117e-12,-4.48823890484094,0.025,0.594,4.04828988339647e-08,"SDC2","Up in Astrocytes"
2.08226900160777e-12,-3.69022460705622,0.16,0.826,4.07146057884367e-08,"LPP","Up in Astrocytes"
2.23627384263649e-12,-3.06974223291883,0.353,0.928,4.37258624450714e-08,"OPHN1","Up in Astrocytes"
2.27809774645306e-12,-4.14959078549761,0.042,0.942,4.45436452363966e-08,"BCAN","Up in Astrocytes"
2.29575107817279e-12,-3.04763675175266,0.143,0.87,4.48888208315126e-08,"DAG1","Up in Astrocytes"
2.40733518579333e-12,-4.23895570806778,0.118,0.754,4.7070624887817e-08,"STK17B","Up in Astrocytes"
2.48060118804076e-12,-2.63052338400275,0.487,0.957,4.8503195029761e-08,"ITM2B","Up in Astrocytes"
2.50267017019905e-12,-3.59610699052387,0.076,0.913,4.89347098379021e-08,"SCRG1","Up in Astrocytes"
2.62716099226231e-12,-3.92466100184581,0.008,0.435,5.1368878881705e-08,"SLC38A3","Up in Astrocytes"
2.68682115052658e-12,3.79880986329969,0.84,0.232,5.25354139562462e-08,"SLC38A1","Up in Neurons"
2.8361672503735e-12,-3.4290148198948,0.025,0.493,5.54555782465531e-08,"FAM40B","Up in Astrocytes"
3.56227060799312e-12,-5.15789173201241,0.101,0.855,6.96530771980895e-08,"OMG","Up in Astrocytes"
3.92459753535035e-12,-2.96863537848604,0.143,0.71,7.67376556087055e-08,"WWOX","Up in Astrocytes"
4.24917849538067e-12,-4.07361344458637,0.101,0.797,8.30841871201783e-08,"SNTA1","Up in Astrocytes"
4.3541493441165e-12,-2.81185470640285,0.429,0.971,8.513668212551e-08,"NADKD1","Up in Astrocytes"
4.68251493137064e-12,-3.09223799021473,0.05,0.377,9.15572144530901e-08,"SUCLG2","Up in Astrocytes"
5.34157157681416e-12,-4.31523478984171,0.05,0.667,1.04443749041447e-07,"RGS16","Up in Astrocytes"
5.53197777503217e-12,3.24718650629888,0.857,0.594,1.08166761435204e-07,"HDAC2","Up in Neurons"
